          72
    0.000000  ,    0.000000  ,  250.000000  ,  249.901489  ,    1.855929  ,  250.009408  ,  249.987238  ,    9.279168  ,    0.011518  ,    0.000000  ,    0.000000  ,    0.000000
    0.000000  ,    0.000000  ,    0.000000  ,  249.987238  ,    9.279168  ,    0.011518  ,  249.925042  ,    1.876675  , -249.982018  ,    0.000000  ,    0.000000  , -250.000000
    0.000000  ,    0.000000  ,  250.000000  ,  249.901489  ,    1.855929  ,  250.009408  ,  245.168103  ,  252.732539  ,  275.978095  ,    0.000000  ,  250.000000  ,  250.000000
    0.000000  ,    0.000000  , -250.000000  ,  249.925042  ,    1.876675  , -249.982018  ,  245.150129  ,  252.749971  , -276.160634  ,    0.000000  ,  250.000000  , -250.000000
  249.901489  ,    1.855929  ,  250.009408  ,  499.954441  ,    9.002058  ,  250.049683  ,  499.971137  ,   16.570402  ,    0.034656  ,  249.987238  ,    9.279168  ,    0.011518
  249.987238  ,    9.279168  ,    0.011518  ,  499.971137  ,   16.570402  ,    0.034656  ,  499.991545  ,    9.077789  , -249.979577  ,  249.925042  ,    1.876675  , -249.982018
  249.901489  ,    1.855929  ,  250.009408  ,  499.954441  ,    9.002058  ,  250.049683  ,  490.879734  ,  259.210489  ,  291.492645  ,  245.168103  ,  252.732539  ,  275.978095
  249.925042  ,    1.876675  , -249.982018  ,  499.991545  ,    9.077789  , -249.979577  ,  490.846621  ,  259.283333  , -291.650060  ,  245.150129  ,  252.749971  , -276.160634
  499.954441  ,    9.002058  ,  250.049683  ,  749.943680  ,   20.198414  ,  250.037405  ,  750.036491  ,   11.109106  ,    0.061736  ,  499.971137  ,   16.570402  ,    0.034656
  499.971137  ,   16.570402  ,    0.034656  ,  750.036491  ,   11.109106  ,    0.061736  ,  749.984959  ,   20.354402  , -249.913458  ,  499.991545  ,    9.077789  , -249.979577
  499.954441  ,    9.002058  ,  250.049683  ,  749.943680  ,   20.198414  ,  250.037405  ,  736.299265  ,  271.117179  ,  248.224727  ,  490.879734  ,  259.210489  ,  291.492645
  499.991545  ,    9.077789  , -249.979577  ,  749.984959  ,   20.354402  , -249.913458  ,  736.249008  ,  271.275495  , -248.018927  ,  490.846621  ,  259.283333  , -291.650060
  749.943680  ,   20.198414  ,  250.037405  , 1000.101384  ,   36.902581  ,  249.672450  , 1000.240520  ,    2.457519  ,    0.088911  ,  750.036491  ,   11.109106  ,    0.061736
  750.036491  ,   11.109106  ,    0.061736  , 1000.240520  ,    2.457519  ,    0.088911  , 1000.138811  ,   37.156533  , -249.492413  ,  749.984959  ,   20.354402  , -249.913458
  749.943680  ,   20.198414  ,  250.037405  , 1000.101384  ,   36.902581  ,  249.672450  ,  980.264711  ,  284.687000  ,  129.598921  ,  736.299265  ,  271.117179  ,  248.224727
  749.984959  ,   20.354402  , -249.913458  , 1000.138811  ,   37.156533  , -249.492413  ,  980.195543  ,  284.924522  , -129.041695  ,  736.249008  ,  271.275495  , -248.018927
